"公司名","曾用名","联系电话","公司网站","法人","地址","简介__","简介____-","简介","注册资本","公司状态","工商注册号","组织机构代码","统一信用代码","公司类型","纳税人识别号","所属行业","人员规模","实缴资本","登记机关","参保人数","英文名","注册地址","经营范围","法人简介","执照实拍","当前企业网址","邮箱","注册时间","成立日期"
"重庆(香港)中原营销策划顾问有限公司雅居乐咨询部","-","暂无","http://www.centanet.com","肖仁启 ","重庆市南岸区汇龙路55号40幢附20号",""," ","","-","存续(在营、开业、在册)","500000500060027","57344177-8","915001085734417780","有限责任公司(台港澳法人独资)分公司","915001085734417780","房地产业","-","-","重庆市工商行政管理局","-","-","重庆市南岸区汇龙路55号40幢附20号","房地产经纪、咨询、房地产市场咨询分析及物业管理咨询。(涉及许可经营的凭许可证经营)","https://www.qichacha.com/pl_p3f9dd9dbe9ab9a0e31723ca256ac89f.html","http://qccdata.qichacha.com/ECIScreen/0c54502915a9ec41648dbcb47469316d/20180626220710794.png","https://www.qichacha.com/firm_0c54502915a9ec41648dbcb47469316d.html","361344347@QQ.COM","2016-02-01","2011-04-19"
"重庆乾矿餐饮有限公司御景天成分公司","-","暂无","暂无","陈美杉 ","重庆市渝北区龙塔街道洋河北路19号附17号御景天成5幢-1-7",""," ","","-","存续(在营、开业、在册)","500112300051217","06619226-0","91500112066192260G","分公司","91500112066192260G","住宿和餐饮业","-","-","重庆市工商行政管理局渝北区分局","-","-","重庆市渝北区龙塔街道洋河北路19号附17号御景天成5幢-1-7","餐饮服务:中型餐馆(单纯火锅;不含凉菜、冷热饮品制售、生食海产品及裱花蛋糕)(按许可证核定的期限和范围从事经营)。销售:酒店用品、日杂用品(不含烟花爆竹);礼仪服务。**国家法律、法规禁止经营的不得经营;国家法律、法规规定应经审批而未获审批前不得经营**","https://www.qichacha.com/pl_p15aa18fd0ffb0aa41286455da474cf3.html","未上传","https://www.qichacha.com/firm_731a5c0a0e9b57fc755e987270418abb.html","暂无","2016-04-22","2013-05-13"
"重庆味迹食品有限公司","-","暂无","暂无","姜涛 ","重庆市南岸区江迎路11-6号",""," ","","200万人民币元","存续(在营、开业、在册)","500902009497819","MA5UGQ4N-5","91500108MA5UGQ4N5U","有限责任公司","91500108MA5UGQ4N5U","制造业","-","-","重庆市工商行政管理局南岸区分局经开区局","-","-","重庆市南岸区江迎路11-6号","生产、加工、销售食品(取得相关行政许可后,在许可范围内从事经营);餐饮服务(取得相关行政许可后,在许可范围内从事经营)、餐饮管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)","https://www.qichacha.com/pl_p7468ba9cd508d164e4fca6a23fe9e08.html","未上传","https://www.qichacha.com/firm_b25bcd06ccc9d78a9004378fec00f349.html","暂无","2017-09-06","2017-04-06"
"西安凯跃酒店用品有限公司","-","暂无","http://www.xiankaiyue.com","杨凯 ","陕西省西安市莲湖区大兴东路88号E区027号"," ","","","100万人民币元","开业","610113100056401","33365312-2","91610113333653122L","有限责任公司(自然人投资或控股)","91610113333653122L","批发和零售业","55","-","西安市工商行政管理局莲湖分局","-","-","陕西省西安市莲湖区大兴东路88号E区027号","一般经营项目:针纺织品、日用品、酒店用品、五金交电、文具的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_p10dfa39ecef3df941ce866b11dbde1d.html","未上传","https://www.qichacha.com/firm_c5b9e766b3491209c423c1675317abf8.html","2751167545@qq.com","2017-01-13","2015-05-21"
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","       西安凯跃酒店用品有限公司是一家生产酒店宾馆床上用品和酒店客房一次性用品的大型现代企业。目前已和全国多家星际酒店达成战略合作关系，深受客户的好评，有关部门对此产品也作了高度的评价。并且建设有自己的工厂。生产技术力量雄厚，生产设备先进，在同行业中处于绝对领先地位！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","       目前公司产品门类齐全，主要品种包括床上用品:床单，被罩，被芯，毛巾，浴巾，牙具，梳子，剃须刀，香皂，袋茶等。在全国各大城市均有产品的忠实用户。我公司将以市场为导向，以质量求生存，以信誉求发展，不忘老朋友，欢迎新朋友，竭诚欢迎新老客户光临洽谈，共同振兴酒店用品市场。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 本公司永远坚守“质量第一、信誉第一、顾客至上、不断创新”的信念，以高品质、平价位、完善的销售服务，来满足广大消费者的需求。热诚欢迎国内外客户前来洽谈业务，共创美好明天！        ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","我们的宗旨是：老老实实做人、踏踏实实做事、实实在在做生意！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 西安凯跃酒店用品有限公司","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","http://www.xiankaiyue.com","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","手机：18710898336   18911443916","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","电话：029-89632373","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","Q  Q：2751167545","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","地址：西安市莲湖区枣园西路城西厨具酒店用品批发市场","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆市亚东建设工程集团有限公司","-","暂无","暂无","杨茂国 ","重庆市万州区钟办渝东大花园",""," ","","15018万人民币元","存续(在营、开业、在册)","500101000008075","71169546-X","9150010171169546XG","有限责任公司","9150010171169546XG","建筑业","-","5018万人民币元","重庆市工商行政管理局万州区分局","-","-","重庆市万州区钟办渝东大花园","建筑工程施工总承包壹级;公路工程施工总承包叁级;市政公用工程施工总承包贰级;防水防腐保温工程专业承包贰级;消防设施工程专业承包贰级;建筑装修装饰工程专业承包贰级;钢结构工程专业承包叁级;生活污水治理甲级;销售建材、水泥。(须经审批的经营项目,取得审批后方可从事经营)","https://www.qichacha.com/pl_p33b6aec3c530766a380ab245049762f.html","http://qccdata.qichacha.com/ECIScreen/1807e391b3a5015a7f80c46b51f68323/20180606152632318.png","https://www.qichacha.com/firm_1807e391b3a5015a7f80c46b51f68323.html","xingmaojz@163.com","2016-11-21","1998-04-21"
"会找房(北京)网络技术有限公司","-","暂无","http://www.huifenqi.com/","李磊 ","北京市海淀区上地东路一号院3号楼8层803室","","\n                    会分期是一个租房分期网站，通过替租客向房东垫付房租，租客按月还款的方式，让租客实现月付房租。会找房（北京）网络技术有限公司旗下产品。\n                ","","385.7万人民币元","开业","110108018268875","31834529-5","91110108318345295U","其他有限责任公司","91110108318345295U","科学研究和技术服务业","100-499人","-","北京市工商行政管理局海淀分局","97","Huizhaofang(Beijing)TechnologyCo.,Ltd.","北京市海淀区上地东路一号院3号楼8层803室","技术开发、技术咨询、技术服务、技术推广、技术转让;数据处理(数据处理中的银行卡中心、PUE值在1;5以上的云计算数据中心除外);基础软件服务;应用软件服务;计算机系统服务;组织文化艺术交流活动(不含营业性演出);承办展览展示活动;企业策划、设计;设计、制作、代理、发布广告;产品设计;模型设计;包装装潢设计;工艺美术设计;电脑动画设计;文艺创作;影视策划;翻译服务;会议服务;公共关系服务;市场调查;企业管理咨询;教育咨询(中介服务除外);经济贸易咨询;文化咨询;体育咨询;投资咨询;软件开发;投资管理;资产管理;项目投资;软件咨询;销售电子产品、自行开发后的产品;餐饮管理;酒店管理;互联网信息服务。(企业依法自主选择经营项目,开展经营活动;互联网信息服务以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)","https://www.qichacha.com/pl_p295fac5322e7facae02078bb9f69db3.html","http://qccdata.qichacha.com/ECIScreen/d13d5a9b8e1f0ccf9a1c4ba3ad1c7fdf/20180522134239609.png","https://www.qichacha.com/firm_d13d5a9b8e1f0ccf9a1c4ba3ad1c7fdf.html","2435797337@qq.com","2018-03-28","2014-12-05"
"垫江县影泽榨菜种植专业合作社","-","暂无","暂无","章小平 ","重庆市垫江县鹤游镇团林街198号",""," ","","500万人民币元","存续(在营、开业、在册)","500231NA000328X","56346206-5","93500231563462065T","农民专业合作社","93500231563462065T","农、林、牧、渔业","-","-","重庆市垫江县工商行政管理局","-","-","重庆市垫江县鹤游镇团林街198号","种植、销售:榨菜、花卉、苗木;种植、初加工:花椒。(依法须经批准的项目,经相关部门批准后方可开展经营活动)***","https://www.qichacha.com/pl_pcd2b08c33d7c08540a745b656107c11.html","未上传","https://www.qichacha.com/firm_ecb87a5c11806a432b25b50428ace6dd.html","暂无","2016-01-18","2010-10-11"
"重庆妙香木制工艺品有限公司","-","暂无","暂无","侯金 ","重庆市沙坪坝区歌乐山镇天池村花菜湾"," ","","","50万人民币元","存续(在营、开业、在册)","500106000063070","69928602-1","915001066992860213","有限责任公司","915001066992860213","制造业","-","50万人民币元","重庆市工商行政管理局沙坪坝区分局","-","-","重庆市沙坪坝区歌乐山镇天池村花菜湾","设计、生产、加工、销售:木制工艺品;销售:建筑材料(不含危险化学品)、装饰材料(不含危险化学品)、商务信息咨询。(以上范围法律法规禁止经营的不得经营,法律法规规定应经审批而未获审批前不得经营)*","https://www.qichacha.com/pl_pc68bdafbf141537c1573f091a21353c.html","未上传","https://www.qichacha.com/firm_2dfffc7ac4875f9f230bf7e2f51cb0e7.html","8965865@qq.com","2017-02-28","2010-01-26"
"","","","","","","重庆妙香木艺制品厂是一家专业生产木制匾牌、仿古门窗、挂件、花架、屏风、明清家具、壁挂、佛像、镜框、罗马柱、精品木雕、工艺家具、实木楼梯、欧式雕花、工艺礼品、欧式木花、中式亭子、欧式亭子、防腐木平台及各类雕刻木艺品，产品精工细作，别具特色，适用于各大、中型会议室、宾馆、茶楼、酒店、高级会所、私人别墅、园林园艺以及风景区木艺等室内外装饰。","","","","","","","","","","","","","","","","","","","","","","",""
